PPI,ClusterSize,ClusterScore
CardiacMyocytes,9,-0.114159413129
CardiacMyocytes,4,0.0
CardiacMyocytes,4,0.138261760129
CardiacMyocytes,5,-0.130988839138
CardiacMyocytes,6,-0.265575850309
CardiacMyocytes,7,0.0262804948203
CardiacMyocytes,9,0.0442634760337
CardiacMyocytes,15,0.4109225419
Caudatenucleus,2064,0.108569416522
Caudatenucleus,928,0.174998533613
Caudatenucleus,111,0.161248568525
Caudatenucleus,611,0.0810346766684
Caudatenucleus,1556,0.0986484289852
Caudatenucleus,406,0.0330070217927
Caudatenucleus,2967,0.108645442716
Caudatenucleus,803,0.0911170330676
Caudatenucleus,858,0.0845773886463
Caudatenucleus,43,0.240220904746
Caudatenucleus,897,0.144905986643
Caudatenucleus,322,0.00441421321441
Caudatenucleus,802,0.0769321052139
Caudatenucleus,4,-0.0323374068964
Caudatenucleus,4,0.0
Caudatenucleus,268,0.152978273592
Caudatenucleus,13,0.182019765618
Caudatenucleus,4,0.636357391768
Caudatenucleus,9,-0.114159413129
Caudatenucleus,4,0.0
Caudatenucleus,4,0.138261760129
Caudatenucleus,5,-0.130988839138
Caudatenucleus,6,-0.265575850309
Caudatenucleus,7,0.0262804948203
Caudatenucleus,9,0.0442634760337
Cerebellum,2289,0.119062934756
Cerebellum,866,0.165029782399
Cerebellum,2871,0.10700406424
Cerebellum,576,0.0281696865381
Cerebellum,1561,0.0974964813778
Cerebellum,1034,0.125004849838
Cerebellum,623,0.109368981478
Cerebellum,622,0.167142632608
Cerebellum,353,0.00739201532441
Cerebellum,543,0.00768046790258
Cerebellum,587,0.0765915662127
Cerebellum,4,-0.0323374068964
Cerebellum,4,0.0
Cerebellum,461,0.123791805535
Cerebellum,269,0.152978273592
Cerebellum,4,0.636357391768
Cerebellum,9,-0.114159413129
Cerebellum,4,0.0
Cerebellum,4,0.138261760129
Cerebellum,5,-0.130988839138
Cerebellum,6,-0.265575850309
Cerebellum,7,0.0262804948203
Cerebellum,9,0.0442634760337
CerebellumPeduncles,1277,0.135523491013
CerebellumPeduncles,892,0.172414978846
CerebellumPeduncles,1729,0.0591481627244
CerebellumPeduncles,489,0.0609739335873
CerebellumPeduncles,1579,0.0974879722849
CerebellumPeduncles,326,0.0535682596369
CerebellumPeduncles,822,0.0789634860384
CerebellumPeduncles,2822,0.100188384895
CerebellumPeduncles,43,0.240220904746
CerebellumPeduncles,741,0.0973050940258
CerebellumPeduncles,897,0.146239741571
CerebellumPeduncles,518,0.0667974143271
CerebellumPeduncles,102,0.217137238831
CerebellumPeduncles,4,-0.0323374068964
CerebellumPeduncles,4,0.0
CerebellumPeduncles,124,0.199216970422
CerebellumPeduncles,268,0.152978273592
CerebellumPeduncles,14,0.115634332439
CerebellumPeduncles,13,0.182019765618
CerebellumPeduncles,4,0.636357391768
CerebellumPeduncles,9,-0.114159413129
CerebellumPeduncles,4,0.138261760129
CerebellumPeduncles,5,-0.130988839138
CerebellumPeduncles,6,-0.265575850309
CerebellumPeduncles,7,0.0262804948203
CerebellumPeduncles,9,0.0442634760337
CerebellumPeduncles,6,0.0170607161311
CiliaryGanglion,2239,0.0809210231362
CiliaryGanglion,800,0.176230662078
CiliaryGanglion,494,0.062052834685
CiliaryGanglion,1476,0.112542829946
CiliaryGanglion,970,0.105351190945
CiliaryGanglion,2554,0.112692232709
CiliaryGanglion,447,0.0495175929084
CiliaryGanglion,48,0.22567254621
CiliaryGanglion,527,0.186098862444
CiliaryGanglion,935,0.138600627212
CiliaryGanglion,712,0.169738542525
CiliaryGanglion,1159,0.0751654741015
CiliaryGanglion,4,-0.0323374068964
CiliaryGanglion,4,0.0
CiliaryGanglion,271,0.145150004642
CiliaryGanglion,13,0.182019765618
CiliaryGanglion,7,-0.186461816634
CiliaryGanglion,4,0.636357391768
CiliaryGanglion,9,-0.114159413129
CiliaryGanglion,4,0.0
CiliaryGanglion,4,0.138261760129
CiliaryGanglion,5,-0.130988839138
CiliaryGanglion,6,-0.265575850309
CiliaryGanglion,7,0.0262804948203
CiliaryGanglion,9,0.0442634760337
CiliaryGanglion,6,0.0170607161311
CingulateCortex,2225,0.112797512119
CingulateCortex,562,0.197322690918
CingulateCortex,764,0.0692364234653
CingulateCortex,1658,0.0963710044361
CingulateCortex,1029,0.125710730554
CingulateCortex,3144,0.113514353222
CingulateCortex,873,0.128950230038
CingulateCortex,433,0.028342946228
CingulateCortex,613,0.155105847435
CingulateCortex,423,-0.00641243087559
CingulateCortex,39,0.228961718659
CingulateCortex,4,-0.0323374068964
CingulateCortex,4,0.0
CingulateCortex,413,0.141047182966
CingulateCortex,267,0.165471639672
CingulateCortex,14,0.115634332439
CingulateCortex,187,0.181429031402
CingulateCortex,4,0.636357391768
CingulateCortex,9,-0.114159413129
CingulateCortex,4,0.0
CingulateCortex,4,0.138261760129
CingulateCortex,6,-0.0709524166173
CingulateCortex,5,-0.130988839138
CingulateCortex,8,-0.000650625512132
CingulateCortex,6,-0.265575850309
CingulateCortex,7,0.0262804948203
CingulateCortex,9,0.0442634760337
Colorectaladenocarcinoma,2252,0.119873476967
Colorectaladenocarcinoma,821,0.173978149414
Colorectaladenocarcinoma,2901,0.103530310839
Colorectaladenocarcinoma,597,0.162261384547
Colorectaladenocarcinoma,1627,0.105640683605
Colorectaladenocarcinoma,1030,0.129027966938
Colorectaladenocarcinoma,518,0.129036202801
Colorectaladenocarcinoma,552,0.0327047605178
Colorectaladenocarcinoma,45,0.236118442379
Colorectaladenocarcinoma,330,0.0164656312258
Colorectaladenocarcinoma,518,0.00753486035782
Colorectaladenocarcinoma,639,0.0721722719108
Colorectaladenocarcinoma,4,-0.0323374068964
Colorectaladenocarcinoma,4,0.0
Colorectaladenocarcinoma,523,0.11586403667
Colorectaladenocarcinoma,268,0.165471639672
Colorectaladenocarcinoma,14,0.115634332439
Colorectaladenocarcinoma,4,0.636357391768
Colorectaladenocarcinoma,9,-0.114159413129
Colorectaladenocarcinoma,17,-0.0193712173236
Colorectaladenocarcinoma,4,0.0
Colorectaladenocarcinoma,4,0.138261760129
Colorectaladenocarcinoma,5,-0.130988839138
Colorectaladenocarcinoma,6,-0.265575850309
Colorectaladenocarcinoma,7,0.0262804948203
Colorectaladenocarcinoma,9,0.0442634760337
DorsalRootGanglion,3880,0.108368417248
DorsalRootGanglion,1591,0.0986146156108
DorsalRootGanglion,116,0.200449375664
DorsalRootGanglion,778,0.0910932331354
DorsalRootGanglion,956,0.17563329447
DorsalRootGanglion,324,0.070855284791
DorsalRootGanglion,325,0.00903270134064
DorsalRootGanglion,1194,0.0506708581956
DorsalRootGanglion,937,0.121825088144
DorsalRootGanglion,1121,0.134418244611
DorsalRootGanglion,191,0.0300961743548
DorsalRootGanglion,736,0.0549297353413
DorsalRootGanglion,4,-0.0323374068964
DorsalRootGanglion,4,0.0
DorsalRootGanglion,169,0.166664124663
DorsalRootGanglion,269,0.152978273592
DorsalRootGanglion,9,-0.0194804486953
DorsalRootGanglion,12,0.182019765618
